Age,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,OverTime,NumCompaniesWorked,TrainingTimesLastYear,Attrition
38,40408,5,5,30,4,2,Yes,8,1,No
33,18368,0,1,1,1,1,No,4,6,Yes
40,142667,3,21,27,2,1,Yes,6,2,No
23,31604,1,4,47,1,1,No,6,3,No
21,18000,2,5,28,2,1,Yes,1,2,No
35,78100,2,16,30,1,3,No,6,4,No
38,131238,2,19,4,3,1,No,3,1,No
22,44655,2,2,37,3,4,No,2,6,No
60,19117,0,3,4,2,2,Yes,1,2,No
50,123845,11,28,46,2,2,Yes,2,3,Yes
56,106458,4,23,40,2,2,No,5,2,No
37,88622,4,17,1,1,4,No,1,5,No
59,85474,7,22,46,3,1,Yes,4,2,No
22,34049,5,5,6,4,3,No,2,3,No
37,105717,6,19,49,2,1,Yes,6,5,Yes
55,39747,0,0,4,1,4,Yes,8,2,No
28,28989,2,4,30,2,4,No,5,6,No
40,95554,6,20,15,3,1,No,1,3,No
49,105736,31,32,21,1,3,Yes,3,5,No
39,125846,5,22,35,1,3,No,6,1,No
47,18862,0,0,32,4,4,No,7,6,No
44,76024,2,18,11,3,4,Yes,8,2,Yes
29,46586,7,11,28,2,2,Yes,2,6,Yes
55,152718,12,27,31,1,3,No,8,4,No
24,52421,6,6,32,4,2,Yes,3,0,No
50,96715,18,24,15,4,4,No,2,5,No
27,45287,4,9,15,4,3,No,4,5,No
27,26461,0,9,25,3,1,No,8,4,No
58,63967,6,11,40,1,1,Yes,8,6,Yes
25,36946,1,8,35,1,4,Yes,0,4,Yes
52,156916,3,32,38,3,2,No,7,0,No
59,159405,35,35,49,1,2,Yes,0,0,No
46,100053,10,16,16,2,3,Yes,0,6,No
45,148942,0,23,7,1,4,No,3,5,No
28,53872,3,13,17,2,2,Yes,2,1,No
24,38928,1,1,43,3,2,No,2,0,No
45,117460,6,19,37,2,2,Yes,3,5,Yes
47,127381,8,19,25,1,4,No,5,1,No
49,138664,20,27,22,2,4,No,6,4,No
43,123330,1,24,34,2,2,No,1,6,No
32,21772,0,1,42,1,2,No,3,2,Yes
23,18000,2,4,15,4,4,Yes,8,6,No
54,70267,1,20,16,4,2,No,1,1,No
45,131923,14,28,2,3,4,No,7,0,No
59,57884,4,6,30,2,1,No,0,0,No
45,90470,9,14,43,2,2,No,7,3,No
58,28732,0,0,1,3,2,No,6,1,No
21,46718,4,4,35,2,2,No,2,3,No
42,60220,5,8,3,4,2,No,8,3,No
42,48988,8,10,40,4,1,No,5,1,No
32,45502,6,10,44,4,2,No,5,1,No
30,90338,10,12,43,2,3,No,6,5,No
53,103863,10,16,9,4,2,No,2,4,No
60,79086,11,15,1,1,1,No,8,3,No
51,163908,10,25,40,1,2,No,5,5,No
60,55325,2,12,4,2,4,No,7,6,No
40,93078,0,17,12,3,3,No,1,0,No
51,40189,1,7,18,3,3,No,4,1,Yes
32,29328,0,3,29,2,3,Yes,5,1,No
27,40929,7,10,36,4,3,Yes,3,4,No
39,118213,12,20,32,4,1,Yes,1,5,No
44,129360,5,28,44,3,2,No,2,6,No
49,93008,9,14,4,4,1,No,2,0,No
24,60303,0,8,17,1,2,No,8,4,Yes
56,146921,10,24,42,3,3,No,6,5,No
25,32154,0,0,5,4,1,No,8,5,No
50,99183,30,32,16,1,3,Yes,4,6,No
44,18000,1,1,30,1,4,No,8,5,No
29,91100,3,10,27,3,3,Yes,5,2,Yes
31,67384,14,15,8,1,3,No,0,2,No
31,76293,3,12,3,4,1,No,0,2,No
43,72589,8,14,27,2,4,No,5,6,Yes
27,80427,6,10,42,2,3,No,3,2,No
31,83599,6,15,1,4,1,No,0,0,No
45,123975,11,25,35,2,4,No,5,0,No
57,18133,2,3,30,2,3,No,5,0,No
31,49505,8,12,38,2,2,Yes,4,6,Yes
50,113003,8,25,20,1,1,No,2,6,No
27,87023,8,8,3,4,4,Yes,2,1,No
50,104614,30,32,13,1,3,Yes,2,6,No
22,53688,3,3,21,4,3,Yes,8,4,No
36,62498,3,14,45,1,3,No,1,4,No
51,84737,10,15,45,4,1,No,1,1,No
22,35105,1,3,50,1,1,No,6,2,No
53,75262,2,10,29,4,4,Yes,2,1,No
29,49354,1,13,7,2,3,No,6,4,No
26,18000,0,4,39,2,4,No,5,2,No
21,44521,2,3,28,1,2,No,7,6,No
43,96949,0,15,13,3,3,No,3,0,No
56,37177,0,4,29,2,1,Yes,4,5,No
48,184266,11,32,45,2,4,No,1,6,No
44,132844,11,25,32,4,3,No,8,3,No
39,59363,3,14,29,4,1,No,4,5,No
40,83726,0,12,46,4,4,No,4,1,No
21,39630,4,4,43,4,3,Yes,6,4,No
58,86489,0,20,37,4,4,Yes,7,6,No
57,18000,0,2,22,1,3,No,2,6,No
47,104838,6,22,35,2,4,No,0,1,No
60,205000,7,30,42,3,1,Yes,8,1,Yes
53,92611,16,20,39,3,4,No,3,1,No
24,47097,3,5,42,3,1,No,7,3,No
55,64410,18,18,36,3,4,No,3,5,No
53,68208,5,14,48,1,3,No,1,2,Yes
26,59318,1,11,8,2,2,No,1,2,No
56,123713,21,22,24,2,1,No,0,4,No
28,18000,1,3,35,3,4,No,4,3,No
37,19093,1,1,4,1,2,No,6,6,No
58,91231,4,9,38,1,2,No,1,6,No
29,61086,9,11,48,1,1,Yes,6,0,No
29,42577,10,13,26,2,4,No,3,2,No
38,53757,2,8,11,3,4,No,1,0,No
32,82501,4,14,17,4,1,No,8,1,No
58,34400,0,3,18,1,1,No,4,5,No
35,22037,0,2,37,1,2,No,1,1,Yes
30,84258,1,12,5,1,2,No,8,1,No
50,114416,6,6,35,1,4,Yes,2,6,No
52,111831,0,18,30,1,3,Yes,1,5,No
23,57744,1,4,38,4,1,Yes,8,3,No
35,56767,9,17,11,3,4,No,8,3,No
46,140090,9,23,25,1,4,No,4,2,No
45,75506,1,13,10,4,4,Yes,8,4,No
58,31350,2,4,21,2,3,No,2,3,No
22,46132,3,3,18,1,3,No,6,0,No
23,24936,0,6,25,1,4,No,8,5,No
32,30805,2,5,31,3,3,Yes,4,1,No
34,65011,4,15,46,1,3,No,1,4,No
52,184535,0,26,37,4,2,No,5,2,No
37,98037,17,19,18,1,1,No,6,4,No
24,48631,6,6,17,1,1,Yes,1,1,Yes
46,47681,4,4,17,1,4,No,2,1,No
32,57861,0,1,40,1,1,No,4,6,Yes
44,90889,10,13,28,1,1,No,8,0,No
47,92853,9,15,7,4,2,No,2,1,No
38,68305,4,6,1,3,1,No,2,6,No
37,110330,12,19,38,3,3,Yes,6,6,No
53,114572,11,25,29,3,4,No,7,5,No
60,183036,11,27,36,1,4,Yes,7,1,No
37,59837,10,15,10,2,1,Yes,0,0,No
27,30145,1,9,36,4,2,No,5,1,No
43,18000,1,4,30,4,4,Yes,1,5,No
55,166540,19,32,8,4,3,No,4,1,No
60,164759,9,29,8,3,1,No,5,0,No
21,40919,2,7,4,2,2,Yes,4,1,No
39,79383,6,12,28,4,1,No,5,1,No
26,57260,2,7,17,1,1,No,5,6,Yes
29,69302,2,10,4,1,4,Yes,2,4,No
38,71849,7,7,41,1,3,No,4,0,No
56,61945,5,12,40,1,1,Yes,8,6,Yes
55,72067,0,20,17,4,2,No,0,1,No
42,118251,12,23,34,3,3,No,8,3,No
41,120939,14,23,36,1,3,No,5,6,No
22,31000,0,2,25,1,4,No,2,2,No
49,136564,27,30,26,2,1,No,0,0,No
27,79165,7,7,42,2,3,No,2,2,No
51,90738,18,24,17,4,4,No,2,5,No
44,109000,4,20,39,2,1,Yes,3,5,Yes
40,84457,13,26,21,4,4,No,1,0,No
29,35160,1,6,32,2,4,Yes,4,3,No
44,114535,2,19,1,4,4,Yes,5,0,No
47,102886,15,17,5,2,4,No,1,5,No
50,66487,5,13,15,1,1,No,1,4,Yes
43,70930,3,3,36,4,3,Yes,2,1,No
55,120225,18,19,2,3,1,No,8,4,No
38,104883,16,19,18,1,3,No,6,2,No
37,128019,6,14,21,4,3,No,0,2,No
26,41383,1,7,13,1,3,No,6,3,No
59,57512,11,11,1,2,4,No,3,1,No
42,131576,2,23,10,1,4,No,3,6,No
32,60034,14,14,39,4,1,No,0,2,No
56,98994,9,21,41,3,4,Yes,4,1,No
46,75602,1,14,10,4,4,Yes,8,3,No
45,18000,0,0,26,4,4,No,8,6,No
50,78052,6,11,36,3,2,No,1,2,No
35,85519,9,14,45,3,4,No,5,4,No
26,18471,0,3,33,2,4,No,7,3,No
55,18237,3,4,34,2,3,No,4,0,No
34,61040,9,16,9,3,4,No,7,5,No
22,18000,3,4,32,4,2,Yes,2,1,No
40,42126,2,7,29,2,3,No,5,4,No
30,18000,1,4,26,1,2,No,7,3,No
25,91688,3,7,23,1,2,No,0,2,No
43,145369,9,25,3,2,2,No,0,5,No
55,154530,3,32,34,3,4,No,3,4,No
49,18465,0,0,29,3,2,Yes,8,5,No
25,45062,4,4,21,1,3,No,6,0,No
35,102815,3,17,35,3,4,Yes,3,1,No
40,56844,6,15,41,4,2,Yes,2,4,Yes
23,52253,0,6,23,3,4,No,8,1,No
37,33322,4,6,12,1,3,No,4,4,No
43,99038,13,18,3,4,3,No,4,1,No
52,124079,28,28,30,3,1,No,2,0,No
44,114981,6,26,42,2,3,Yes,0,0,Yes
49,97549,9,17,42,2,2,No,7,1,No
46,80768,9,16,2,2,2,Yes,2,1,No
25,21957,0,2,16,3,1,No,1,2,No
50,68706,6,13,50,3,3,No,5,5,No
45,29643,0,4,30,3,1,No,5,5,No
50,56270,0,4,21,2,4,Yes,2,1,Yes
22,47772,4,5,10,2,3,No,7,3,No
52,114950,1,22,33,1,3,Yes,0,4,No
41,130345,3,25,4,2,3,No,0,2,No
50,86472,22,24,14,3,4,No,4,6,No
52,94364,16,18,18,2,2,No,4,4,No
60,123693,5,15,17,4,2,No,6,1,No
54,92888,14,15,18,4,1,No,1,5,No
25,32829,6,6,3,4,3,No,1,6,No
47,116059,15,30,16,2,4,Yes,1,6,No
29,64935,2,10,26,1,1,Yes,2,1,Yes
43,72215,3,14,36,3,2,No,3,3,No
48,18092,1,4,5,1,2,No,6,0,No
59,61526,3,3,31,2,2,No,0,0,No
31,53953,0,9,20,4,2,Yes,1,6,No
53,96400,4,17,21,3,4,No,7,5,No
43,153789,0,24,8,1,4,No,4,6,No
40,81171,1,13,41,4,4,No,4,1,No
27,27611,2,8,41,2,3,No,4,0,No
52,188639,11,30,35,2,2,Yes,4,3,Yes
52,95939,10,13,44,2,2,No,5,3,Yes
44,109103,7,18,40,2,3,No,0,1,No
35,37342,0,6,40,3,1,Yes,1,3,No
37,82151,14,18,17,2,1,Yes,2,0,Yes
48,134918,11,29,4,3,2,No,4,4,No
23,18000,3,3,28,4,2,Yes,4,0,No
45,120170,12,22,24,1,4,No,1,3,No
60,53353,1,13,6,2,4,No,7,5,No
60,47099,0,2,34,2,4,No,0,2,No
53,183566,29,35,20,1,2,No,4,6,No
26,18000,0,3,39,1,4,No,5,1,No
31,75129,0,12,20,4,4,No,7,1,No
48,104994,13,25,15,2,1,Yes,7,4,Yes
28,44720,6,12,28,1,2,Yes,4,5,Yes
22,51564,0,3,40,4,3,Yes,7,0,No
21,18000,0,5,2,2,2,No,3,6,No
41,61666,6,8,4,4,2,No,8,3,No
23,45313,2,4,36,3,4,No,3,5,No
40,56849,1,8,1,3,3,Yes,5,6,No
58,122312,18,30,45,2,3,Yes,1,3,Yes
25,34299,4,6,18,4,3,Yes,8,2,No
33,28385,0,2,27,4,3,Yes,5,0,No
39,108877,16,20,33,3,2,No,5,3,No
25,54590,6,7,9,2,2,No,4,0,Yes
51,118623,16,26,13,2,4,Yes,0,2,No
58,79490,0,10,25,3,2,No,2,0,No
46,147512,14,25,25,3,2,No,4,5,No
27,26551,6,6,46,4,2,No,7,5,No
57,139076,12,20,7,3,3,Yes,5,3,No
54,91456,12,17,14,4,1,No,2,5,No
21,18000,1,3,33,3,3,Yes,0,3,No
53,117780,17,31,31,1,2,Yes,2,6,No
36,49818,0,5,21,4,3,No,4,4,No
44,126089,13,27,37,2,4,No,6,2,No
27,65842,1,12,26,4,2,No,1,0,No
26,61418,8,8,10,2,1,No,7,0,No
44,149260,8,28,44,1,2,No,5,3,No
23,43089,4,6,21,1,4,No,5,0,No
44,18000,0,3,32,1,4,No,7,4,No
21,19617,3,3,50,3,3,No,5,4,No
45,107010,10,14,12,2,2,Yes,1,2,No
35,34459,2,2,47,2,1,Yes,0,5,Yes
26,38962,5,5,8,3,3,No,5,4,No
34,88048,13,13,41,3,3,No,5,6,Yes
53,89328,7,16,50,1,3,No,8,0,No
40,84348,9,16,5,2,4,No,7,2,No
54,79216,4,6,46,1,4,No,3,1,No
51,77895,12,17,31,3,2,No,5,4,No
40,107600,14,17,45,2,3,Yes,7,1,No
38,124228,2,19,45,4,1,No,7,4,Yes
60,82189,5,13,25,3,2,No,4,2,No
37,120567,1,22,4,1,4,No,2,3,No
59,117063,3,22,6,1,2,No,1,1,No
40,100642,8,14,36,4,3,No,3,2,No
45,45942,4,10,38,2,2,No,2,3,No
43,57601,8,10,14,4,4,No,0,0,No
39,113783,10,15,43,4,4,No,3,1,No
49,52891,6,6,30,3,4,No,2,2,No
36,63127,16,17,19,4,3,No,1,2,No
28,64097,2,7,50,2,4,No,4,4,No
58,138421,25,27,34,3,1,Yes,0,3,No
41,34954,1,4,33,1,3,Yes,8,3,Yes
29,81031,7,12,40,2,2,No,7,0,No
38,62764,4,15,15,3,3,Yes,2,6,No
50,103536,7,16,24,3,3,Yes,0,0,Yes
25,32427,0,0,7,2,2,No,8,0,No
31,64018,8,13,13,4,2,No,0,4,No
36,80354,11,12,15,2,3,Yes,5,5,No
47,88611,3,16,37,2,2,No,3,5,No
39,109030,2,14,11,1,1,Yes,6,2,No
36,18804,0,0,40,4,2,Yes,6,1,No
49,31307,4,5,11,2,2,No,8,2,Yes
28,82611,10,10,3,1,1,No,7,6,Yes
40,131556,3,24,16,4,1,Yes,8,0,No
22,40216,2,4,26,2,4,No,8,4,No
30,27181,5,11,2,2,1,No,3,4,Yes
45,137999,26,27,35,2,2,Yes,7,0,No
54,162554,26,34,14,3,3,No,0,5,No
51,31980,2,2,4,3,1,Yes,5,3,No
45,125109,3,26,50,4,2,No,4,6,No
24,42455,0,6,12,2,4,No,6,3,Yes
27,59245,0,9,38,1,1,Yes,5,5,Yes
49,92125,9,16,46,4,1,No,2,3,No
23,42311,4,4,33,2,3,Yes,0,2,Yes
60,88753,11,23,42,1,2,No,0,5,Yes
60,54449,1,11,2,2,4,No,6,5,No
24,65962,5,7,18,3,1,No,3,0,No
42,80359,8,9,42,1,4,No,3,0,No
30,76926,0,9,21,4,4,No,8,0,No
41,85951,9,15,25,1,2,No,7,2,Yes
54,106229,0,16,6,2,1,Yes,4,0,Yes
54,150929,20,29,43,1,3,Yes,3,0,No
28,85398,4,10,24,3,3,Yes,6,2,Yes
31,51970,4,13,14,2,2,Yes,2,1,No
52,18004,1,1,30,3,2,Yes,7,5,No
53,135051,19,26,25,3,1,Yes,5,5,No
40,39863,1,1,43,2,2,Yes,7,2,No
21,22395,3,3,37,2,3,No,3,6,No
34,88138,13,13,42,3,3,No,5,6,Yes
49,93330,9,13,3,4,1,No,3,0,No
33,58567,14,16,37,4,1,No,1,1,No
22,51836,3,6,1,4,3,No,8,1,No
32,91414,7,9,44,4,1,No,6,5,No
47,42828,1,10,11,1,3,Yes,3,4,No
24,27877,1,5,33,2,1,Yes,2,0,Yes
51,88432,17,18,2,3,1,Yes,4,6,No
40,82733,1,14,43,4,4,No,4,1,No
24,37573,1,6,46,4,1,No,5,1,Yes
28,73143,2,2,29,1,3,Yes,4,0,Yes
29,38366,2,6,9,4,3,No,6,0,No
57,131851,24,30,34,2,1,Yes,0,3,No
44,162953,4,26,10,1,2,No,1,2,No
51,77728,12,18,32,3,2,No,5,4,No
47,89797,14,17,16,3,3,No,7,4,Yes
57,163226,15,33,29,1,1,No,7,4,No
41,105772,18,22,5,3,2,Yes,7,4,No
30,39697,2,3,34,1,4,Yes,3,3,No
40,78361,5,12,33,3,3,No,2,4,No
25,58690,3,7,34,1,2,Yes,6,1,Yes
39,130247,17,17,32,2,1,No,2,5,No
44,134254,14,26,30,2,4,Yes,4,5,No
38,42596,5,6,31,4,1,Yes,7,0,No
29,36072,5,5,11,2,2,No,0,3,No
56,140682,14,27,27,2,3,No,8,3,No
24,18000,1,6,3,3,4,Yes,8,4,Yes
53,57969,0,7,24,2,3,Yes,2,4,No
52,58626,2,11,12,2,2,Yes,3,4,No
53,37129,0,4,12,1,4,No,4,3,No
31,83339,1,5,26,3,3,No,8,0,No
43,139448,0,28,42,1,3,No,0,3,No
24,26339,0,2,38,2,2,Yes,1,4,No
25,61925,7,8,11,2,3,Yes,4,2,No
25,20630,2,2,18,3,2,No,3,3,No
54,101845,11,28,8,2,1,No,7,0,No
52,150975,12,32,17,3,4,Yes,2,3,No
37,18000,0,0,47,1,2,No,8,2,No
55,18833,0,0,7,3,4,No,5,1,No
42,61250,5,10,1,4,2,No,8,3,No
59,126286,3,21,5,1,2,No,1,1,No
31,68720,11,14,47,4,2,No,0,2,No
40,94833,8,18,44,3,4,No,4,2,No
57,75333,3,9,22,2,2,No,3,1,No
40,101052,6,21,22,1,3,Yes,4,2,No
59,144335,15,34,13,1,3,No,7,2,No
43,91800,3,12,18,4,3,No,4,4,No
39,18207,3,4,8,3,3,Yes,3,3,No
60,65663,10,10,1,1,4,No,1,1,No
60,177317,12,27,36,1,4,Yes,8,2,No
47,168966,9,31,50,1,4,No,7,4,No
56,98064,8,8,17,4,1,Yes,8,2,No
32,39700,0,12,17,4,2,No,8,0,No
27,41701,3,11,15,4,3,No,4,4,No
49,147453,13,30,21,4,1,Yes,6,6,No
59,147201,12,28,10,1,2,No,7,1,No
52,89299,10,18,9,2,2,No,7,3,No
55,109525,27,28,32,3,1,No,0,4,No
26,56183,7,8,26,2,1,No,0,2,Yes
56,174513,4,32,44,3,1,Yes,1,3,Yes
48,97859,8,16,43,2,2,No,6,2,No
56,75078,6,17,30,1,2,No,6,4,No
39,98998,11,15,29,1,2,No,7,2,Yes
58,70171,5,16,29,1,2,No,5,5,No
50,135250,31,31,42,2,3,Yes,8,0,No
30,42643,2,13,14,4,2,No,7,0,No
56,36112,2,5,41,3,4,No,5,6,No
25,87561,6,6,19,1,4,No,2,3,No
23,19231,2,6,27,4,2,No,0,5,No
30,44783,1,12,14,4,2,No,7,0,No
50,170246,2,32,12,3,2,Yes,0,0,No
27,18000,0,2,41,3,3,Yes,4,5,Yes
49,98402,3,20,22,4,3,No,4,5,No
51,101014,30,32,16,1,4,Yes,4,6,No
34,98315,5,19,38,4,2,No,0,2,No
29,27697,0,10,27,3,1,No,8,4,No
54,143824,23,32,3,2,4,No,0,6,No
54,79830,5,17,49,2,4,Yes,1,3,No
39,95757,7,20,40,3,4,No,5,3,No
40,87048,10,16,5,3,3,No,6,1,No
57,169028,25,34,6,1,2,No,2,0,No
49,148787,12,31,18,4,1,Yes,7,5,No
46,61622,2,7,26,2,4,Yes,1,6,Yes
50,67935,4,14,15,1,1,No,2,4,Yes
60,38834,0,6,3,2,2,No,7,6,No
32,52390,12,15,35,1,1,No,4,2,No
55,136176,22,26,21,2,4,No,7,5,No
37,77709,13,19,22,4,1,No,4,4,Yes
58,76731,12,14,14,4,1,Yes,3,3,No
33,99957,10,16,28,3,3,No,1,0,No
56,19091,0,8,31,3,4,Yes,6,5,Yes
27,47533,2,10,32,2,1,No,5,3,Yes
59,187505,32,34,21,2,1,No,6,5,No
41,114387,15,16,45,4,3,Yes,7,2,No
43,118287,8,27,39,2,3,Yes,0,0,Yes
48,85575,8,13,37,2,1,Yes,2,5,No
33,61782,2,15,1,4,1,No,5,5,No
21,18484,1,1,30,4,2,Yes,2,0,No
26,69202,2,9,23,4,2,No,0,1,No
34,69785,10,11,31,4,2,Yes,8,3,No
48,76305,5,9,50,3,4,Yes,4,0,No
59,53998,5,9,6,2,1,No,1,2,No
49,64019,8,8,17,1,2,No,8,3,No
25,57367,1,4,32,2,4,Yes,4,6,Yes
48,86877,3,16,13,4,3,No,6,6,No
31,54998,6,10,41,4,4,No,6,2,No
47,111235,16,28,18,2,4,Yes,2,6,No
40,35552,0,2,11,1,3,No,4,5,No
35,81013,11,17,35,4,1,No,7,3,No
26,52349,7,8,26,2,1,No,1,2,Yes
51,150067,12,33,46,1,3,No,2,6,No
32,67416,1,14,41,3,3,Yes,5,0,Yes
21,20035,1,3,30,3,1,No,5,3,Yes
60,143197,1,23,41,1,1,No,4,3,Yes
57,97917,11,22,45,1,2,No,0,6,Yes
54,59949,5,6,21,1,3,No,4,5,No
52,58769,0,7,30,4,2,Yes,0,4,Yes
58,53693,3,5,34,2,1,No,0,0,No
40,56997,4,8,3,3,3,Yes,4,5,No
37,44094,6,11,31,1,2,No,0,5,Yes
34,35783,3,3,7,4,4,No,4,0,No
24,29014,0,8,40,2,3,No,0,4,Yes
53,63045,0,11,21,2,2,No,5,2,Yes
45,162685,2,19,17,1,3,No,3,1,No
59,85306,13,13,26,4,1,No,8,0,No
53,120770,27,28,27,3,1,No,3,0,No
59,148885,11,28,11,1,2,No,7,0,No
24,58341,0,7,19,1,2,No,8,6,Yes
43,121949,7,19,35,1,1,No,1,2,No
29,52790,3,7,19,4,2,Yes,3,5,Yes
23,41306,3,7,6,3,2,No,5,3,No
52,117331,1,16,33,1,2,No,1,0,No
25,55033,0,0,14,1,1,No,0,5,No
50,108176,7,10,24,3,3,Yes,0,0,Yes
48,84906,3,14,12,4,2,No,6,6,No
46,113209,6,28,24,1,4,Yes,5,6,No
46,100916,5,17,34,2,3,No,0,1,No
57,135667,25,33,30,1,2,Yes,6,2,No
22,18000,3,3,50,4,3,No,1,4,No
49,81099,7,15,38,2,2,No,1,2,No
50,122159,2,17,35,1,2,No,2,0,No
42,19713,0,0,31,3,1,No,3,3,No
27,67825,6,8,4,2,1,Yes,2,4,No
41,108310,10,15,43,4,4,No,3,3,No
57,74374,6,9,15,1,1,Yes,0,1,No
37,77809,15,19,22,4,1,No,5,3,Yes
51,147217,8,26,39,1,1,No,7,3,Yes
34,89468,6,15,25,3,2,No,5,0,No
27,21701,5,12,15,1,4,No,1,4,Yes
44,154057,7,22,40,3,4,Yes,1,0,No
29,18235,0,0,25,2,2,No,6,3,No
35,70027,14,16,33,3,2,Yes,2,6,Yes
60,141752,9,23,26,1,2,Yes,6,2,Yes
35,84592,6,16,14,2,1,No,4,1,No
44,65164,6,15,44,1,1,Yes,4,6,Yes
22,43892,4,4,24,1,3,No,5,2,No
42,142191,1,22,21,4,2,Yes,2,4,No
32,82042,8,9,37,4,1,Yes,1,3,No
50,106498,9,16,23,4,3,No,3,4,No
40,117964,7,20,20,1,4,No,1,5,No
24,41651,2,2,21,3,2,No,3,3,Yes
33,76371,2,19,39,2,4,No,3,6,No
58,130459,2,32,13,4,1,No,7,4,No
57,108870,7,22,28,3,2,No,5,1,No
50,142840,12,30,18,4,2,Yes,6,5,No
39,75082,11,24,18,4,4,No,0,0,No
46,74113,2,14,7,4,4,Yes,8,5,No
43,125857,10,25,14,3,3,Yes,3,5,No
38,105946,17,23,5,3,2,Yes,6,4,No
37,55150,10,17,14,3,3,No,8,4,No
27,58017,0,12,18,1,2,No,7,5,Yes
30,77875,5,12,18,1,2,No,1,4,No
35,29756,0,1,8,1,4,Yes,6,3,No
56,28958,1,2,12,3,4,No,3,1,No
38,130406,2,20,3,3,1,No,2,1,No
43,62034,3,8,41,2,4,No,5,3,No
33,90303,5,15,29,4,3,Yes,5,4,No
41,29287,3,5,19,4,2,No,7,2,No
59,144401,11,28,1,2,4,Yes,2,0,No
44,42885,5,10,33,2,2,No,2,4,No
25,18130,2,5,8,3,4,Yes,7,4,Yes
40,59180,2,15,25,4,1,No,3,5,No
42,57744,4,9,42,3,3,No,1,4,No
24,53825,0,6,22,4,4,No,2,2,No
26,62782,0,9,7,2,1,No,0,2,No
52,74330,2,8,27,4,4,Yes,4,1,No
25,40872,1,8,33,1,1,No,4,3,Yes
36,64055,4,14,45,1,3,No,1,4,No
37,67105,15,15,21,4,3,No,0,3,No
55,19131,0,1,5,4,4,No,5,2,No
37,89619,7,21,40,3,3,Yes,8,4,No
42,73682,3,12,36,2,2,No,2,4,No
25,35703,7,7,48,4,1,Yes,2,4,Yes
59,53001,2,13,5,2,4,No,7,4,No
59,81588,12,15,15,4,1,Yes,2,4,No
31,68241,6,13,32,4,4,Yes,3,5,No
54,142985,28,31,12,4,1,Yes,8,2,No
59,50875,0,12,6,2,4,No,7,5,No
37,82106,7,15,38,2,1,Yes,4,2,Yes
23,18000,1,6,26,3,3,Yes,3,2,No
31,63260,9,12,11,4,4,Yes,8,5,Yes
53,82783,4,7,46,2,4,No,2,0,No
35,53815,10,18,9,2,4,No,8,5,No
47,34918,0,0,47,3,3,No,4,2,No
48,70465,6,12,14,2,3,No,6,3,No
58,93194,4,9,41,2,3,No,2,6,No
54,26210,0,1,1,1,4,Yes,8,4,No
30,69689,3,13,22,4,3,No,8,0,No
43,101067,5,13,48,2,1,No,6,2,No
38,88124,18,18,2,4,3,No,2,6,No
56,135631,13,29,30,2,3,No,8,5,No
26,49981,4,6,1,4,2,No,7,5,No
58,120550,4,22,5,2,2,No,2,2,No
37,83810,8,16,12,2,3,No,1,3,No
40,135518,3,25,15,4,1,Yes,8,0,No
36,95473,16,16,39,4,3,No,2,5,No
44,132675,13,24,6,4,4,No,7,0,No
21,49143,1,1,47,4,3,No,4,2,No
37,65738,4,12,16,2,1,No,8,6,No
44,44696,5,12,36,2,2,No,2,4,No
33,70773,3,16,41,3,2,No,3,5,No
25,64838,2,6,13,1,2,Yes,6,4,No
54,64315,9,9,44,3,1,No,0,0,Yes
46,79623,11,12,33,1,2,Yes,2,6,Yes
46,144233,18,28,44,1,2,No,3,2,No
27,47051,2,9,33,1,1,No,5,3,Yes
58,132841,22,29,29,3,1,Yes,1,3,No
40,61705,0,5,48,4,1,No,0,1,No
32,61216,0,10,22,4,3,Yes,0,6,No
45,99743,9,14,16,3,2,Yes,1,3,No
33,99373,7,17,21,2,4,No,5,3,No
54,145546,12,31,15,4,4,Yes,3,1,No
29,21619,6,10,18,1,3,No,1,6,Yes
47,136147,13,29,26,4,4,Yes,6,4,No
54,23620,0,0,1,1,4,Yes,7,4,No
27,73161,6,6,31,3,1,No,8,4,No
37,96269,14,18,11,2,4,No,8,4,No
31,85030,10,12,46,2,3,No,5,6,No
57,95515,7,10,37,4,3,No,6,0,No
41,47303,8,9,39,4,1,No,5,0,No
28,65846,1,11,44,1,1,Yes,7,3,Yes
49,136130,18,27,10,2,3,Yes,1,2,No
54,111373,27,30,29,3,2,No,1,3,No
46,96815,11,17,15,2,3,Yes,0,5,No
26,50562,4,5,47,2,3,No,3,1,Yes
38,150164,1,20,25,2,1,Yes,5,0,No
27,39356,0,7,13,2,3,No,5,3,No
25,18000,5,6,35,2,2,No,0,2,Yes
32,97661,5,12,50,2,2,No,4,6,Yes
33,53355,4,12,12,2,4,No,7,4,No
40,115869,17,21,16,2,4,No,5,5,No
47,45802,1,1,14,1,4,No,0,1,No
38,120668,11,20,43,3,4,Yes,7,6,No
21,22939,1,2,4,2,1,Yes,2,4,No
38,18000,0,0,24,1,3,No,5,4,Yes
35,67585,3,17,43,1,4,No,4,6,No
53,19221,2,2,37,1,1,No,6,5,Yes
42,98068,1,18,14,2,3,No,3,0,No
51,98068,30,30,16,1,3,Yes,1,6,No
32,87327,5,15,12,4,4,No,4,6,No
44,122477,24,28,36,3,4,No,2,6,No
51,157978,15,34,39,2,1,No,2,2,No
41,116046,8,19,34,1,1,No,3,1,No
39,130341,13,20,40,3,1,No,4,4,No
