Age,Income,LoanAmount,CreditScore,EmploymentYears,ExistingLoans,MonthlyDebt,LoanTerm,PreviousDefault,HomeOwnership,Default
65,1346136,646477,539,24,1,32817,60,No,Mortgage,0
27,1178266,129531,650,4,5,30956,36,Yes,Own,0
50,853127,797284,762,18,0,14151,60,No,Own,0
33,868746,266488,703,13,0,5741,60,No,Rent,0
51,1111419,765056,624,22,4,38125,60,No,Rent,1
27,746069,630289,842,16,0,20181,60,No,Rent,0
28,1241903,89714,787,9,2,30422,60,No,Rent,0
39,596832,1067077,790,15,4,29077,36,No,Rent,0
33,1003193,656478,671,8,0,24015,48,No,Mortgage,0
57,517652,559325,687,0,4,17258,48,No,Rent,0
65,1166943,643384,767,31,3,35839,48,No,Mortgage,0
56,656633,1423009,747,0,0,8978,36,No,Mortgage,0
60,1326393,995378,551,22,2,32565,60,No,Own,0
49,1437837,541604,787,4,4,34416,60,No,Own,0
38,432106,449446,602,8,4,29550,24,No,Mortgage,0
55,863543,424791,697,20,3,21997,24,No,Rent,0
42,161926,834811,829,7,5,26805,60,No,Own,1
42,400082,737623,592,20,3,38401,60,Yes,Rent,1
21,150000,433595,630,6,4,46703,60,No,Rent,1
42,150000,591750,751,17,2,23393,12,No,Rent,1
24,618592,855641,427,3,0,15954,60,No,Own,1
22,670647,665113,598,3,3,32834,48,Yes,Mortgage,1
53,150000,476164,752,21,3,9549,36,Yes,Own,1
31,462006,179633,801,18,0,2282,36,Yes,Mortgage,0
41,1252233,50000,562,27,2,19760,36,Yes,Rent,0
45,570246,255234,803,7,0,11602,12,No,Rent,0
57,212315,746877,664,11,2,26826,84,No,Mortgage,1
41,186000,57903,681,23,2,18344,36,No,Rent,0
34,886765,665810,553,19,0,1693,36,No,Rent,0
31,912565,950961,652,1,0,10879,36,No,Mortgage,1
25,1694968,347575,746,11,2,10502,36,No,Rent,0
29,890875,952252,666,13,4,39129,84,No,Mortgage,0
30,207038,464184,658,0,1,17074,60,No,Mortgage,1
52,1135042,758665,609,21,4,37886,60,No,Rent,0
40,150000,745718,692,23,5,45552,48,No,Rent,1
28,693186,91857,702,2,0,5898,60,No,Rent,0
21,750300,475052,640,3,5,24668,48,No,Mortgage,1
28,532557,1018075,551,8,0,1025,36,No,Rent,1
46,1263512,454727,494,14,2,51753,48,No,Mortgage,0
53,1198812,447809,742,2,2,13961,12,No,Mortgage,0
63,913355,616729,676,0,0,16107,36,No,Mortgage,0
31,906685,588365,675,9,2,26573,48,No,Mortgage,0
62,880072,397026,732,26,4,22766,12,No,Rent,0
49,1001518,546901,602,8,5,27975,36,Yes,Mortgage,0
31,793106,843597,619,11,4,30695,36,No,Own,0
57,150000,405400,636,6,5,41112,84,No,Rent,1
52,592968,931288,593,17,4,30942,24,No,Mortgage,0
57,884919,675567,682,16,1,0,24,Yes,Own,0
37,821925,535953,753,3,5,11001,12,No,Own,0
35,393669,372029,653,19,3,18528,60,No,Rent,0
31,565166,697081,577,9,2,13777,12,No,Mortgage,1
33,645881,367027,606,16,4,16238,60,No,Own,0
47,788953,389890,637,11,0,11250,36,No,Mortgage,0
37,873521,428190,446,17,2,12935,36,Yes,Own,1
63,1116890,730380,513,4,0,14758,36,No,Rent,0
61,937322,667298,498,0,1,4753,60,Yes,Mortgage,1
36,949069,387390,693,10,0,18253,36,No,Own,0
65,1032825,425119,649,25,3,26990,36,No,Rent,0
62,183747,358647,636,0,3,38868,24,No,Rent,1
35,460000,843914,709,10,3,25466,48,No,Rent,0
50,959619,425492,584,11,4,26111,48,No,Rent,0
21,540773,325625,802,0,2,33991,36,No,Rent,0
37,822421,1150217,758,17,1,38817,24,No,Rent,0
39,955082,627419,472,5,3,11203,48,No,Own,1
53,352431,610054,709,13,2,27805,36,No,Own,0
32,878747,514854,542,11,3,36358,60,No,Rent,0
35,332098,996479,572,5,4,23975,36,No,Rent,1
56,237136,929310,739,22,0,11523,60,No,Mortgage,1
49,1198662,766079,606,27,2,17175,36,No,Mortgage,0
61,576898,1021536,830,26,1,9009,60,Yes,Rent,0
28,650171,103772,739,10,4,35520,48,No,Mortgage,0
21,635673,850495,426,5,3,24733,48,No,Rent,1
36,383277,79417,579,10,5,32711,60,No,Rent,0
52,199888,234317,623,10,4,39670,60,No,Own,1
28,262510,846195,758,1,0,14411,36,No,Rent,1
27,947245,476192,661,0,2,28303,60,No,Rent,0
60,873272,303164,736,17,5,36520,36,No,Mortgage,0
33,478026,1569854,617,15,4,29044,60,No,Mortgage,1
43,1303945,659534,720,21,2,16648,24,No,Rent,0
32,874951,610565,550,5,0,2083,60,No,Rent,1
23,416747,353339,712,3,1,19199,36,No,Rent,0
38,420845,70512,543,7,4,23957,60,No,Rent,1
61,686965,492129,796,17,1,4666,48,No,Mortgage,0
61,726740,836069,733,25,2,24233,36,No,Rent,0
55,1220608,771875,786,4,0,542,60,No,Mortgage,0
59,409182,483082,802,12,4,30796,60,Yes,Mortgage,1
33,1298132,723924,789,14,1,16090,24,No,Rent,0
22,274054,997038,534,8,1,16371,48,No,Rent,1
28,1494460,263848,722,13,3,49498,48,No,Rent,0
51,658131,924168,790,10,2,20409,60,No,Own,0
57,686357,498142,591,12,0,18480,48,Yes,Mortgage,0
60,256215,426442,724,30,0,16919,24,Yes,Own,0
34,1113763,1008180,807,11,3,14306,24,No,Rent,1
36,1119973,1089959,672,19,1,19184,60,No,Mortgage,0
62,549932,790346,592,7,0,22020,36,No,Mortgage,0
58,273121,826181,769,16,5,32898,48,No,Rent,1
47,773686,274639,666,26,2,9780,24,No,Mortgage,0
59,1058575,947084,505,22,3,35485,84,No,Rent,1
21,531992,1080385,757,0,4,43644,24,No,Mortgage,1
64,1104404,649389,749,0,3,44689,12,No,Mortgage,0
41,209699,266161,795,16,3,33703,60,Yes,Rent,0
21,654351,50000,775,3,1,6805,36,Yes,Mortgage,0
28,1179849,1194935,756,1,2,29172,84,No,Rent,0
37,1352960,512770,778,15,0,19704,24,No,Rent,0
29,981157,116797,804,12,2,17384,60,No,Mortgage,0
28,651221,329701,483,7,2,10796,24,No,Rent,0
46,734710,50000,830,0,0,20603,60,No,Mortgage,0
29,843419,562679,519,15,3,33065,60,No,Rent,1
33,438195,207728,795,20,1,10472,36,No,Rent,0
22,1342804,452511,662,3,0,15912,48,No,Rent,0
62,839596,1333559,637,0,5,32608,60,No,Own,1
36,1229137,264209,691,17,1,22974,48,No,Rent,0
43,183866,411406,802,21,2,12778,48,No,Mortgage,0
44,726725,603534,756,17,3,28091,24,No,Rent,0
61,967176,945535,597,27,5,46623,84,No,Rent,0
53,1282351,743970,642,23,2,15001,60,Yes,Mortgage,1
30,157834,560925,705,10,5,34943,24,No,Rent,1
29,1061282,653522,499,8,0,19654,48,No,Own,1
44,584804,992778,531,27,3,29560,36,No,Own,1
54,936632,790516,661,21,1,17839,48,No,Rent,0
46,684485,364951,633,6,0,10691,36,No,Mortgage,1
50,604913,867517,817,27,2,5532,60,No,Rent,0
47,1262625,515853,587,2,0,14967,48,No,Rent,0
30,1002978,463881,733,13,0,7752,36,No,Mortgage,0
40,1062999,302818,654,14,5,32577,60,No,Own,0
35,702758,50000,732,3,5,33266,60,No,Rent,0
35,777179,751981,473,15,1,0,48,No,Mortgage,1
28,736399,779200,758,7,4,37470,60,No,Own,0
32,471858,780092,604,6,3,27748,36,No,Mortgage,1
35,604574,407510,784,8,4,27155,36,No,Rent,0
34,699342,321670,821,15,5,37778,60,No,Rent,0
64,1051531,1095705,650,30,0,19366,60,No,Rent,0
64,216454,1110385,794,8,1,12959,60,Yes,Own,1
36,922923,880316,690,9,3,21137,24,No,Mortgage,0
55,1238412,50000,707,24,3,36482,12,No,Rent,0
61,823288,1320132,618,4,5,35370,60,No,Own,1
63,172273,431196,741,9,3,30558,36,No,Rent,1
51,179361,720152,699,8,0,14133,24,No,Own,1
27,944455,384615,850,7,4,41869,36,No,Own,0
58,698220,50000,680,12,0,9981,36,No,Rent,0
42,697517,1001998,675,28,4,48111,60,No,Rent,1
51,921698,797073,763,15,3,29752,48,No,Own,0
46,1199292,405456,584,0,0,15438,48,No,Rent,0
41,370102,471864,638,12,5,28936,24,No,Mortgage,1
48,529717,385991,674,8,1,5199,60,No,Rent,0
52,1202780,790852,757,11,0,15157,36,No,Mortgage,0
47,1186658,503217,795,24,3,50364,12,No,Mortgage,0
35,669175,571740,735,19,0,15605,60,Yes,Rent,0
61,974276,66794,684,16,2,9724,12,No,Rent,0
21,150000,333496,578,3,5,41190,36,No,Rent,1
48,1323541,725919,698,18,2,15847,24,No,Mortgage,0
48,1070533,80004,617,9,5,31641,84,No,Own,0
53,919497,593471,666,7,0,18862,60,No,Rent,0
51,431736,335608,653,10,3,19304,36,Yes,Rent,1
52,676915,901190,774,9,2,19436,60,No,Own,0
64,1269661,520868,850,13,3,26649,60,No,Mortgage,0
49,150000,667095,641,20,5,29231,60,No,Rent,1
52,330191,830896,692,19,4,33597,60,Yes,Own,1
47,753818,620853,602,7,1,23889,36,No,Rent,0
61,1041774,812500,595,7,4,38228,60,Yes,Rent,1
62,615769,50000,689,2,5,42290,48,No,Own,1
65,314038,769289,576,5,4,43721,24,No,Own,1
60,844740,998567,722,0,4,42032,36,Yes,Own,0
63,726305,1037657,650,17,3,21289,24,No,Rent,0
49,1189563,268925,703,18,2,33278,60,No,Rent,0
21,502214,1351584,694,6,3,17580,36,No,Own,0
63,692238,964244,602,7,5,36386,60,No,Own,1
31,166346,731443,549,12,1,34505,60,No,Mortgage,1
21,434786,545323,660,5,1,18381,48,No,Rent,0
41,951861,477124,675,26,1,17006,24,No,Rent,0
40,1313175,140325,701,21,0,3683,36,No,Own,0
55,414214,652874,577,8,1,15604,36,No,Rent,1
38,459263,450407,709,0,3,38606,48,No,Mortgage,0
30,528506,212500,772,14,4,26536,60,No,Own,0
34,462173,560582,607,13,5,24466,24,No,Own,0
35,1026538,129491,599,9,0,19041,24,No,Mortgage,0
21,931468,556921,730,1,3,28738,36,No,Mortgage,0
49,958335,410397,645,20,0,11688,48,No,Rent,0
65,1256659,384026,493,17,0,12376,48,No,Rent,1
25,905154,336554,850,8,5,41416,36,No,Own,0
65,219005,573710,626,0,5,38072,12,No,Mortgage,1
42,1492366,996863,769,21,3,29524,36,No,Own,0
59,695028,1383362,720,1,0,5245,36,No,Mortgage,0
26,724174,700297,787,4,2,27076,84,No,Mortgage,0
64,893107,50000,630,18,2,35349,36,No,Rent,0
46,527189,50000,718,15,4,42278,60,No,Mortgage,0
46,1290960,451441,583,17,3,29040,24,No,Mortgage,0
64,1142648,477162,678,23,1,30769,60,No,Own,0
48,684931,726688,688,12,5,37126,84,No,Rent,0
62,935588,577678,644,32,0,20515,60,No,Own,0
32,847388,640792,687,5,4,25510,24,No,Mortgage,0
35,395745,644641,734,10,1,20105,36,No,Own,0
40,1051508,50000,702,10,0,16522,36,No,Mortgage,0
21,659816,50000,806,0,0,5951,36,Yes,Mortgage,0
30,290629,1219605,753,16,4,20915,48,No,Own,1
55,860287,312748,796,1,3,23671,60,No,Own,0
50,1112380,249029,788,27,1,0,60,Yes,Mortgage,0
33,348446,648869,650,15,2,13431,60,No,Own,1
30,561079,365311,792,12,2,19997,60,No,Rent,0
48,691023,60402,734,10,0,18997,60,No,Own,0
44,599092,1050240,603,0,4,39977,36,No,Mortgage,1
26,533817,364317,684,11,3,39050,48,No,Mortgage,0
38,1468104,601261,712,19,1,5102,48,No,Rent,0
65,306225,871369,720,0,0,5828,36,No,Mortgage,1
34,846845,366128,694,14,5,15472,60,No,Mortgage,0
50,981701,411053,684,15,2,19198,60,No,Mortgage,0
49,697333,180058,715,28,3,30613,60,No,Rent,0
44,1127389,520851,685,13,1,25427,24,No,Rent,0
35,752212,402157,605,18,0,15596,36,No,Own,0
57,322345,700698,602,6,2,10270,36,No,Rent,1
34,470840,831186,693,8,0,0,60,No,Own,0
22,194671,839648,562,4,4,31516,36,No,Rent,1
57,155513,304492,625,5,5,48508,84,No,Rent,1
57,475739,399551,704,10,0,17013,24,No,Own,0
42,1299196,667763,579,21,3,33189,48,No,Mortgage,0
53,349227,991358,747,22,2,25365,84,No,Rent,1
46,1093874,661480,621,30,4,18996,36,No,Mortgage,0
50,930483,432314,633,9,5,34064,48,No,Rent,0
37,1049086,650883,822,15,0,4208,12,Yes,Own,0
35,624227,1103525,606,6,3,30492,48,Yes,Mortgage,1
26,220007,388542,696,5,4,28213,36,No,Rent,1
64,860772,522179,735,23,1,5053,24,No,Rent,0
31,1679925,626800,697,14,5,28882,12,No,Mortgage,1
59,1235793,618026,622,23,5,29630,36,Yes,Mortgage,0
35,943354,254872,541,18,4,26817,36,No,Mortgage,0
60,931718,454650,721,26,4,22270,12,No,Rent,1
26,415439,885207,766,1,5,16769,84,No,Rent,0
53,1094603,424044,592,2,5,44365,36,No,Mortgage,1
56,1620671,72036,701,25,5,35480,48,No,Rent,0
61,351708,921128,697,15,4,26974,36,No,Mortgage,1
54,630749,366836,612,10,2,29105,60,No,Rent,0
54,1275025,119119,680,26,2,35270,12,No,Rent,0
44,223726,748342,543,22,5,36278,24,No,Own,1
54,585637,190945,683,22,0,26016,60,Yes,Rent,0
40,507105,50000,684,11,2,4559,60,No,Own,0
21,725938,525676,717,2,3,27044,60,No,Rent,0
40,606793,619858,696,18,2,17541,36,No,Own,0
41,1278366,832690,716,22,0,23524,60,No,Mortgage,0
46,713509,484855,492,10,5,30363,48,Yes,Rent,1
60,320797,866021,767,22,5,33596,48,No,Rent,0
48,693014,1007412,588,15,0,13717,60,No,Mortgage,0
52,942200,775175,698,23,0,15958,48,No,Rent,0
58,982683,596950,684,15,1,37942,48,Yes,Mortgage,0
40,575893,1273468,753,25,2,12617,60,No,Rent,0
41,1398614,399781,850,24,3,18795,24,No,Own,0
41,539267,239271,771,25,4,29201,12,No,Own,0
26,897270,806753,536,7,1,32194,60,No,Rent,0
27,788405,487691,600,3,3,34889,24,No,Rent,0
34,359854,191001,634,10,4,9342,60,No,Rent,0
32,783250,50000,642,12,4,52166,24,No,Mortgage,0
65,1262020,76636,655,25,5,44138,36,No,Mortgage,0
55,646438,464136,598,10,1,17233,48,Yes,Mortgage,1
39,1363263,842070,749,22,1,21389,60,No,Mortgage,0
60,235353,424368,758,11,3,21322,48,Yes,Rent,1
30,924124,895659,672,12,5,38161,84,No,Mortgage,0
57,657361,847694,571,30,2,23242,36,No,Rent,0
39,369383,559287,602,0,2,26491,36,No,Own,1
29,360872,839320,766,1,3,23316,84,No,Rent,1
37,420720,389553,670,11,2,14650,36,No,Mortgage,0
33,1110664,746870,764,14,5,36422,24,Yes,Mortgage,0
40,293028,1061263,688,9,4,27489,48,No,Rent,1
27,743234,302261,536,9,0,21995,36,No,Rent,0
25,679713,900483,622,2,5,41302,36,No,Mortgage,0
50,995994,1026362,705,3,0,14916,12,No,Rent,0
43,525239,102562,601,7,4,25798,36,No,Mortgage,0
37,691465,76673,622,21,1,2454,84,Yes,Own,0
43,660442,386596,740,8,0,20837,24,No,Rent,0
21,911692,373762,688,1,2,30325,36,No,Mortgage,0
36,665972,1043829,621,4,4,21932,60,No,Own,0
63,747153,50000,803,6,1,16450,60,Yes,Own,0
46,1139888,649346,770,10,5,31222,36,Yes,Mortgage,0
38,680580,695432,843,16,0,16958,60,No,Rent,0
33,1055010,839136,583,8,5,38528,24,No,Rent,1
21,785191,343896,639,4,3,36918,84,No,Mortgage,0
31,917085,50000,600,15,1,27405,60,No,Mortgage,0
60,671983,815515,620,11,4,39951,60,Yes,Own,0
60,1254822,884606,618,17,3,26240,48,No,Rent,0
46,687743,143127,800,27,1,11579,36,No,Mortgage,0
46,392100,989164,778,15,5,40188,60,No,Mortgage,1
44,1207059,311228,673,29,2,15970,12,No,Rent,0
29,801346,510364,701,12,1,15305,24,No,Mortgage,0
55,582848,514852,548,19,0,11671,84,No,Mortgage,1
36,1458418,363040,676,16,5,35601,60,No,Rent,0
55,1219806,648059,850,0,3,20288,24,No,Own,0
59,157170,1023134,545,3,1,13330,24,Yes,Own,1
43,383691,656263,751,2,3,12221,84,No,Rent,0
23,941000,801569,521,9,3,27233,60,No,Rent,1
36,951456,608813,678,9,2,31800,48,No,Mortgage,0
53,1078011,98280,626,8,5,39702,48,Yes,Own,0
37,410599,110384,652,18,3,16241,24,No,Mortgage,0
59,565260,992017,777,25,0,2776,36,No,Rent,0
36,420437,366361,691,19,3,11703,60,No,Rent,0
46,310266,265984,561,27,2,13509,24,No,Rent,0
30,434170,50000,691,5,1,29467,48,No,Own,0
59,699354,328422,744,7,2,24900,48,No,Rent,0
39,1790856,641098,663,18,5,44246,24,No,Own,0
44,700985,595063,788,13,1,31640,24,No,Rent,0
56,1082107,884904,672,9,4,26680,48,No,Rent,0
37,921666,357519,540,8,2,23442,36,No,Rent,0
31,1236165,645410,614,6,0,0,60,No,Mortgage,0
61,615843,1057054,586,8,4,40201,60,No,Own,0
57,843753,345559,732,12,4,24674,36,No,Rent,0
43,812173,1010311,597,12,1,22231,48,No,Mortgage,1
58,928370,722413,679,0,1,21040,36,No,Mortgage,0
34,1137321,97746,619,16,2,39597,12,No,Own,0
31,362178,413011,636,6,3,26023,48,Yes,Own,1
38,211345,120422,660,19,1,10900,60,No,Rent,0
33,666468,1010207,702,13,4,40876,36,Yes,Mortgage,1
65,930100,406001,643,21,4,45246,48,No,Rent,0
49,1151606,983639,847,29,0,3781,24,No,Rent,0
48,150000,433748,732,24,5,20814,36,No,Mortgage,1
50,750223,245818,539,17,3,36769,48,No,Rent,0
57,174541,50000,826,8,3,32427,36,Yes,Rent,0
55,613759,682860,626,22,0,14905,36,No,Own,1
36,446084,398608,680,13,3,16271,60,No,Rent,0
64,896527,794885,644,9,5,37522,48,No,Own,1
56,580002,221748,646,23,0,23108,60,Yes,Rent,0
52,164754,651334,817,19,3,27111,60,No,Rent,1
43,934013,1287688,609,15,2,6068,36,Yes,Rent,0
47,521220,290093,651,9,0,19837,60,No,Rent,0
45,1148599,524597,695,11,0,24688,24,No,Rent,0
28,1338945,973712,759,9,0,0,60,No,Rent,0
65,1286089,622248,540,22,3,37788,60,No,Mortgage,0
63,366465,205436,784,18,5,37729,60,Yes,Own,0
35,589785,625654,709,10,4,52219,36,No,Mortgage,0
27,1403853,700420,769,10,0,14735,60,No,Mortgage,0
23,221827,456830,759,9,1,9049,36,No,Rent,0
48,1139796,226300,700,26,3,13949,12,No,Rent,0
27,1101552,116362,598,10,1,9083,48,Yes,Mortgage,0
27,1021631,562947,774,6,4,19967,84,No,Own,0
26,823443,620701,677,7,3,26565,48,No,Rent,0
50,425733,791419,705,20,2,11643,60,Yes,Own,0
61,404591,51178,630,22,0,16039,60,No,Rent,0
40,839700,867348,724,15,1,6735,36,No,Mortgage,0
23,849154,420221,673,1,0,10609,36,No,Rent,0
23,270780,128366,677,6,4,27858,24,No,Rent,0
25,233933,989505,539,8,2,16620,48,No,Rent,1
63,651297,69533,625,10,2,31689,36,No,Mortgage,0
24,153001,186440,600,5,0,6480,60,No,Own,0
65,462738,96819,673,15,2,13026,36,No,Own,0
43,945930,1485514,619,19,3,18406,60,No,Own,0
34,937158,604927,792,22,3,44357,84,No,Rent,0
31,218341,380606,663,0,1,14560,60,No,Mortgage,0
56,390056,649516,690,4,0,16531,48,No,Rent,0
52,543111,71811,793,4,1,23249,48,No,Rent,0
35,765851,177469,754,15,3,31825,60,No,Own,0
45,735056,622341,674,9,1,22098,36,No,Rent,0
28,991133,205544,605,5,3,49717,84,No,Rent,0
51,922287,407234,614,11,4,34143,48,No,Rent,0
51,930667,637399,594,28,5,47010,36,No,Own,0
44,417913,400686,693,24,1,0,36,No,Rent,0
59,384327,539853,764,12,1,7814,60,Yes,Rent,0
45,979236,786361,505,16,3,21883,36,No,Mortgage,0
37,317975,585618,656,6,4,28833,60,Yes,Rent,1
45,758391,442344,600,12,2,24143,36,No,Rent,0
63,319661,788017,605,7,4,34896,12,No,Rent,1
38,409525,1047772,682,8,4,25480,48,No,Rent,1
38,988713,656549,582,8,3,12986,24,Yes,Own,1
50,903708,616973,697,5,3,27655,12,No,Mortgage,1
42,820239,898281,681,14,0,19618,36,No,Rent,0
35,633751,237544,789,14,4,18166,48,No,Rent,0
61,622633,641937,579,3,1,21552,36,No,Own,0
52,684657,112096,699,11,5,34934,60,No,Own,0
38,1262241,531729,731,19,3,21909,48,Yes,Rent,0
52,868033,451086,708,20,3,22894,24,No,Rent,0
41,281928,327458,612,8,3,50534,48,No,Own,1
35,1470109,539358,714,18,0,9208,48,No,Rent,0
59,1025810,983955,577,28,4,43734,84,No,Rent,0
31,987713,1027534,850,8,3,13927,24,No,Rent,0
52,834077,448006,613,31,5,39669,36,No,Rent,1
36,675674,1007963,688,18,4,28186,36,Yes,Rent,0
34,1709430,828878,767,14,5,56333,12,No,Mortgage,0
49,1272751,50000,647,6,2,21021,84,No,Own,0
63,150000,439283,605,23,2,14622,60,No,Rent,1
41,174170,125318,675,21,3,16135,36,No,Rent,0
65,369187,576262,705,13,0,3012,36,No,Rent,0
46,492917,180786,532,29,4,20165,48,No,Mortgage,0
32,618284,309610,722,8,4,39432,60,No,Rent,0
62,828000,400005,612,17,0,4454,60,No,Mortgage,0
54,1114021,897263,671,3,4,23895,48,No,Rent,1
45,952574,437684,740,21,1,9978,24,No,Own,0
39,409916,354979,656,13,5,34119,24,No,Mortgage,0
55,484263,1480039,662,30,4,32255,24,No,Own,1
49,648075,438152,707,4,1,446,60,No,Rent,0
57,949470,704852,687,17,1,4254,24,Yes,Own,0
37,460467,834326,701,21,5,41546,24,No,Rent,1
56,567365,594177,744,21,1,22961,36,No,Rent,0
58,991106,641891,607,23,4,22860,24,No,Own,1
56,450791,1340082,760,19,5,29565,60,No,Mortgage,1
33,592638,858805,539,7,0,0,60,No,Rent,1
65,210406,472393,734,5,3,31198,36,No,Rent,1
22,636760,51601,756,4,2,11380,36,Yes,Mortgage,0
23,398151,991979,699,3,3,34653,60,Yes,Own,0
64,697351,50000,724,6,3,27207,36,No,Rent,0
27,1452045,715711,588,7,1,15969,60,No,Mortgage,0
40,617604,191349,679,20,1,13067,60,No,Mortgage,0
36,799946,667692,616,18,4,21421,60,No,Own,0
22,804669,478430,695,4,3,30973,36,No,Mortgage,0
27,1067946,50000,606,7,2,20840,60,No,Own,0
48,531207,381957,577,2,4,43597,60,No,Mortgage,1
37,852208,449853,517,7,2,27969,36,No,Rent,0
21,1071985,351958,676,4,2,8239,60,Yes,Rent,0
43,654086,553076,619,11,1,20637,36,No,Rent,0
45,478113,1124873,661,26,5,24704,48,No,Mortgage,1
29,250849,947312,573,10,3,26033,36,No,Rent,1
59,942491,1094994,788,8,3,22541,36,No,Own,0
50,837250,306844,750,17,5,32280,36,No,Mortgage,0
65,1223568,676169,663,14,4,43437,60,No,Rent,0
37,834860,717745,736,21,3,27640,12,Yes,Rent,0
27,459353,673056,632,4,3,42314,60,No,Own,1
22,504412,823584,620,7,1,3651,24,No,Own,1
57,468626,770772,850,26,1,32395,84,No,Rent,0
41,304632,1009551,776,1,0,19340,48,No,Mortgage,1
52,308435,586734,710,14,3,31364,36,No,Own,1
56,1297232,740765,669,24,5,37219,12,Yes,Rent,0
48,856522,553202,514,20,4,33937,48,No,Own,1
60,561418,211024,633,5,5,37040,84,No,Mortgage,0
64,889771,787523,635,16,4,31859,60,Yes,Mortgage,1
52,951364,440559,642,22,1,4028,48,No,Rent,0
50,150000,748403,712,6,2,8190,60,No,Mortgage,1
54,1135824,404505,765,5,3,37852,60,No,Own,0
52,1147627,204077,850,21,3,30139,48,No,Mortgage,0
25,579289,50076,653,5,3,49626,24,Yes,Mortgage,1
30,597579,102441,680,11,4,37750,48,No,Mortgage,0
37,1026780,523219,663,19,4,43940,36,No,Mortgage,0
56,1069903,911915,516,16,4,31038,36,No,Own,1
39,543002,1175615,561,13,1,0,60,No,Mortgage,0
45,564860,644426,850,21,2,16361,36,No,Rent,0
41,290300,381005,507,18,3,11498,48,No,Mortgage,1
40,562957,114133,524,17,3,24688,36,No,Rent,0
62,1280484,570966,540,17,1,21183,60,No,Rent,0
44,1070828,247970,717,25,1,14808,12,No,Rent,0
21,706890,405543,646,4,1,24283,12,No,Mortgage,0
44,288254,295654,592,9,2,48307,48,No,Own,1
43,773536,523814,730,20,5,20824,12,No,Own,0
22,631921,767159,628,4,3,47481,24,No,Own,1
60,150000,1138181,828,3,2,21234,48,No,Rent,1
57,1014915,938333,528,21,4,34984,84,No,Rent,0
40,900328,246650,500,17,5,25649,36,No,Mortgage,0
65,505616,186200,743,21,2,22000,36,Yes,Own,0
43,390391,350175,527,22,1,14701,48,No,Mortgage,0
44,410249,487122,588,11,3,19989,36,No,Mortgage,1
46,298648,899962,620,23,0,18852,36,No,Rent,1
58,1207379,779181,772,3,2,2637,60,No,Mortgage,0
37,400495,134265,688,21,3,34127,36,No,Rent,0
58,977847,556437,702,16,0,4523,60,Yes,Mortgage,0
40,661899,145804,850,9,0,22694,24,No,Own,0
22,843435,252657,685,3,3,30819,84,No,Mortgage,0
52,915211,850818,725,10,4,35155,48,No,Own,0
48,1112519,658283,622,6,2,36829,36,No,Mortgage,0
40,807908,836784,550,1,3,19641,36,No,Mortgage,1
21,520448,816568,840,1,0,17717,60,No,Own,0
30,249939,506576,724,9,3,38273,24,No,Rent,0
31,1086201,97783,709,11,4,15748,48,No,Rent,0
54,649025,635233,537,30,4,31000,24,No,Own,0
65,955488,402020,674,24,2,27728,36,No,Rent,0
42,757335,354693,642,10,1,16309,36,No,Mortgage,0
28,481675,50000,722,6,2,27430,48,No,Own,0
48,1025059,275729,495,26,1,7446,36,No,Mortgage,0
32,150000,694256,705,6,3,17270,60,No,Rent,1
44,1156482,464756,681,14,0,25517,24,No,Rent,0
59,730465,599161,725,0,4,19380,24,No,Rent,0
43,1191562,455029,724,17,0,16524,36,No,Rent,0
22,713391,698486,783,7,0,30428,84,No,Mortgage,0
32,1068709,133219,782,9,2,14719,60,No,Mortgage,0
54,589980,865938,662,29,3,16129,36,No,Own,0
28,717929,361354,720,14,0,15534,60,No,Own,0
37,534110,264808,759,5,3,18891,48,No,Rent,0
39,780770,1154135,723,20,2,33690,24,No,Rent,0
37,486147,494676,718,14,2,21996,24,No,Rent,0
49,760451,517628,509,9,5,36113,48,Yes,Rent,1
45,517391,984216,586,21,5,38944,60,No,Mortgage,1
54,1244426,555452,657,32,1,20205,60,Yes,Rent,0
49,1152690,440857,724,0,3,10649,12,No,Mortgage,0
46,703101,216949,789,28,1,13793,36,No,Mortgage,0
36,353989,428929,601,15,2,8215,36,No,Rent,0
39,174138,456199,798,21,3,11429,48,No,Mortgage,1
37,674634,50000,758,0,5,28609,60,No,Mortgage,0
51,846322,68342,623,24,5,56550,24,No,Mortgage,0
49,732229,251489,672,5,5,46681,24,No,Own,0
65,328301,733645,548,8,1,40601,24,No,Own,1
52,501293,524058,844,14,2,24778,36,No,Rent,0
31,1059380,569007,606,10,2,25378,48,Yes,Rent,1
46,572573,716771,659,26,0,10577,60,No,Rent,1
25,316964,687364,615,6,4,35056,60,No,Own,1
37,1129710,632761,802,14,0,3416,12,Yes,Own,0
